計上日,メニュー名,中分類名,組価,供給実績数,最終供給時間
2022-07-22,蒸し鶏のシーザー和え,＊副菜,88,105,19:31
2022-07-22,ツナといんげんの胡麻和え,＊副菜,88,82,17:40
2022-07-22,ねばとろオクラ,＊副菜,88,186,19:31
2022-07-22,がんもどき,＊副菜,66,17,19:18
2022-07-22,蒸し鶏サラダ,＊副菜,110,84,19:31
2022-07-22,ライスＭ,＊ライス単品,115,264,19:22
2022-07-22,だし巻き,＊副菜,66,105,19:26
2022-07-22,鶏大根甘辛煮,＊主菜,176,154,18:38
2022-07-25,チリマヨ唐揚げ丼Ｍ,＊ライスＦＦ,407,81,19:28
2022-07-25,チリマヨ唐揚げ丼Ｌ,＊ライスＦＦ,462,44,19:18
2022-07-25,チリマヨ唐揚げ丼Ｓ,＊ライスＦＦ,352,11,17:20
2022-07-25,唐揚げカレーＬ,＊ライスＦＦ,462,7,19:20
2022-07-25,唐揚げカレーＭ,＊ライスＦＦ,407,22,19:28
2022-07-25,唐揚げカレーＳ,＊ライスＦＦ,352,3,17:45
2022-07-25,カレーライスＬ,＊ライスＦＦ,363,9,17:01
2022-07-25,カレーライスＭ,＊ライスＦＦ,308,17,19:25
2022-07-25,カレーライスＳ,＊ライスＦＦ,253,6,18:54
2022-07-25,かけうどん,＊麺類,209,17,14:29
2022-07-25,かけそば,＊麺類,209,3,17:44
2022-07-25,冷やしうどん,＊麺類,297,41,14:22
2022-07-25,冷やしそば,＊麺類,297,11,14:21
2022-07-25,冷やし温玉うどん,＊麺類,341,49,14:30
2022-07-25,冷やし温玉そば,＊麺類,341,8,13:14
2022-07-25,温玉ねぎとろ丼Ｓ,＊ライスＦＦ,407,14,18:50
2022-07-25,きつねうどん,＊麺類,297,11,14:13
2022-07-25,胡麻チゲ冷麺,＊麺類,473,47,14:30
2022-07-25,Ｅササミチーズタルタルソース,＊主菜,220,149,19:25
2022-07-25,Ｅローストンカツごまソース,＊主菜,264,82,19:26
2022-07-25,Ｅチキン香草焼き,＊主菜,264,113,18:55
2022-07-25,Ｅ豆腐ハンバーグ茸あんかけ,＊主菜,220,105,19:29
2022-07-25,Ｅ揚げ鶏トマトソース,＊主菜,308,108,18:52
2022-07-25,かき玉汁,＊汁・スープ,33,266,19:28
2022-07-25,うどん　大　６２,＊麺類,62,48,14:20
2022-07-25,そば　大,＊麺類,62,4,12:12
2022-07-25,Ｔ４００アジフライ彩り弁当,＊内製弁当,400,15,12:22
2022-07-25,Ｔ炒飯中華三昧,＊内製弁当,450,25,12:18
2022-07-25,Ｔおーい！チキンカツ,＊内製弁当,450,15,12:14
2022-07-25,チキンフリッター,＊副菜,130,319,19:29
2022-07-25,温泉玉子,＊副菜,44,47,19:28
2022-07-25,きつねそば,＊麺類,297,4,13:08
2022-07-25,温玉ねぎとろ丼Ｍ,＊ライスＦＦ,462,66,19:24
2022-07-25,温玉ねぎとろ丼Ｌ,＊ライスＦＦ,517,16,18:33
2022-07-25,ニューヨークチーズケーキ,＊ドリンク・デザート,220,25,19:02
2022-07-25,スパ野菜サラダ,＊副菜,110,110,19:28
2022-07-25,高野豆腐玉子とじ,＊副菜,88,16,18:43
2022-07-25,夏のさっぱり豚汁,＊汁・スープ,110,183,19:28
2022-07-25,ミニサラダ,＊副菜,44,150,18:27
2022-07-25,味噌汁,＊汁・スープ,33,257,19:29
2022-07-25,納豆,＊副菜,44,29,19:25
2022-07-25,冷奴,＊副菜,44,75,19:21
2022-07-25,だし巻き,＊副菜,66,109,19:28
2022-07-25,オクラ巣ごもり玉子,＊副菜,88,259,19:25
2022-07-25,ほうれん草胡麻和え,＊副菜,66,256,19:29
2022-07-25,ハッシュポテト,＊副菜,110,147,18:56
2022-07-25,千切り煮,＊副菜,66,116,19:26
2022-07-25,南瓜サラダ,＊副菜,66,117,18:07
2022-07-25,ブロッコリーピーナッツ和え,＊副菜,88,208,18:47
2022-07-25,牛肉コロッケ,＊副菜,110,105,19:26
2022-07-25,鯖生姜煮,＊主菜,176,84,19:29
2022-07-25,チゲ豆腐,＊主菜,264,169,17:41
2022-07-25,大学生協コーヒー,＊ドリンク・デザート,95,29,19:21
2022-07-25,大学芋,＊ドリンク・デザート,88,71,19:24
2022-07-25,牛乳,＊ドリンク・デザート,85,12,19:26
2022-07-25,焼きプリンタルト,＊ドリンク・デザート,66,39,19:28
2022-07-25,フルーツヨーグルト,＊ドリンク・デザート,110,76,19:09
2022-07-25,ライスＳＳ,＊ライス単品,73,214,19:27
2022-07-25,トッピング温泉玉子,＊副菜,44,4,17:41
2022-07-25,ライスＳ,＊ライス単品,94,382,19:27
2022-07-25,鶏きも煮,＊副菜,88,54,19:23
2022-07-25,ハンバーグ唐揚げ弁当,＊内製弁当,500,20,12:22
2022-07-25,鯖塩焼き,＊主菜,176,69,19:13
2022-07-25,ブリ照り煮,＊主菜,176,5,12:19
2022-07-25,豆腐と野菜のすき焼き風,＊主菜,176,116,19:02
2022-07-25,鶏と茄子の山賊炒め,＊主菜,264,162,19:03
2022-07-25,ライスＭ,＊ライス単品,115,327,19:29
2022-07-25,ライスＬＬ,＊ライス単品,198,16,18:28
2022-07-25,ライスＬ,＊ライス単品,136,90,19:20
2022-07-26,豚と野菜の生姜炒め,＊主菜,264,32,18:59
2022-07-26,唐揚げ玉子あんかけ丼Ｍ,＊ライスＦＦ,407,70,19:27
2022-07-26,唐揚げ玉子あんかけ丼Ｓ,＊ライスＦＦ,352,16,18:40
2022-07-26,唐揚げカレーＬ,＊ライスＦＦ,462,12,18:54
2022-07-26,唐揚げカレーＭ,＊ライスＦＦ,407,21,19:06
2022-07-26,唐揚げカレーＳ,＊ライスＦＦ,352,1,17:03
2022-07-26,カレーライスＬ,＊ライスＦＦ,363,7,17:02
2022-07-26,カレーライスＭ,＊ライスＦＦ,308,18,18:53
2022-07-26,カレーライスＳ,＊ライスＦＦ,253,3,18:47
2022-07-26,かけうどん,＊麺類,209,7,13:18
2022-07-26,かけそば,＊麺類,209,4,13:23
2022-07-26,冷やしうどん,＊麺類,297,36,14:33
2022-07-26,冷やしそば,＊麺類,297,11,12:41
2022-07-26,冷やし温玉うどん,＊麺類,341,51,14:19
2022-07-26,冷やし温玉そば,＊麺類,341,6,13:49
2022-07-26,きつねうどん,＊麺類,297,5,12:22
2022-07-26,きつねそば,＊麺類,297,2,13:25
2022-07-26,胡麻チゲ冷麺,＊麺類,473,59,14:17
2022-07-26,トッピング温泉玉子,＊副菜,44,4,12:32
2022-07-26,温泉玉子,＊副菜,44,38,19:33
2022-07-26,チキンフリッター,＊副菜,130,341,19:33
2022-07-26,生姜焼き豚,＊主菜,308,102,19:32
2022-07-26,鶏肉じゃが,＊主菜,176,132,14:42
2022-07-26,Ｔオムレツ＆ハンバーグ弁当,＊内製弁当,400,4,12:22
2022-07-26,唐揚げ玉子あんかけ丼Ｌ,＊ライスＦＦ,462,33,18:55
2022-07-26,Ｔ唐揚げきのこのこのこ弁当,＊内製弁当,450,25,12:40
2022-07-26,そば　大,＊麺類,62,12,13:23
2022-07-26,うどん　大　６２,＊麺類,62,50,14:33
2022-07-26,かき玉汁,＊汁・スープ,33,263,19:30
2022-07-26,Ｅハンバーグデミソース,＊主菜,220,117,19:32
2022-07-26,Ｅチキンカツチリソース,＊主菜,220,127,19:28
2022-07-26,Ｅローストンカツおろしソース,＊主菜,264,106,19:32
2022-07-26,Ｔとんかつ玉子あんかけ弁当,＊内製弁当,450,18,12:45
2022-07-26,温玉ねぎとろ丼Ｓ,＊ライスＦＦ,407,13,19:15
2022-07-26,温玉ねぎとろ丼Ｍ,＊ライスＦＦ,462,67,19:26
2022-07-26,温玉ねぎとろ丼Ｌ,＊ライスＦＦ,517,28,18:57
2022-07-26,オクラ巣ごもり玉子,＊副菜,88,242,19:32
2022-07-26,ほうれん草胡麻和え,＊副菜,66,191,19:33
2022-07-26,千切り煮,＊副菜,66,88,19:29
2022-07-26,海老クリームコロッケ,＊副菜,110,130,19:13
2022-07-26,南瓜サラダ,＊副菜,66,147,19:18
2022-07-26,ポテト野菜サラダ,＊副菜,110,118,19:24
2022-07-26,きんぴらごぼう,＊副菜,66,132,18:59
2022-07-26,ブロッコリーピーナッツ和え,＊副菜,88,195,19:33
2022-07-26,鯖味噌煮,＊主菜,176,6,19:03
2022-07-26,ゆず塩ちゃんこ,＊主菜,264,102,17:21
2022-07-26,餃子野菜あんかけ,＊主菜,176,109,19:33
2022-07-26,ブリ照り煮,＊主菜,176,4,19:32
2022-07-26,鯖塩焼き,＊主菜,176,79,19:32
2022-07-26,鶏きも煮,＊副菜,88,54,18:04
2022-07-26,鯖生姜煮,＊主菜,176,71,18:44
2022-07-26,豚野菜柚子胡椒ポン酢炒め,＊主菜,264,110,18:07
2022-07-26,冷奴,＊副菜,44,75,17:43
2022-07-26,味噌汁,＊汁・スープ,33,281,19:28
2022-07-26,北海道いももち,＊ドリンク・デザート,88,102,19:27
2022-07-26,ニューヨークチーズケーキ,＊ドリンク・デザート,220,27,19:09
2022-07-26,大学生協コーヒー,＊ドリンク・デザート,95,26,18:55
2022-07-26,大学芋,＊ドリンク・デザート,88,81,19:29
2022-07-26,牛乳,＊ドリンク・デザート,85,12,17:26
2022-07-26,焼きプリンタルト,＊ドリンク・デザート,66,35,18:56
2022-07-26,納豆,＊副菜,44,33,19:14
2022-07-26,フルーツヨーグルト,＊ドリンク・デザート,110,77,19:30
2022-07-26,ライスＭ,＊ライス単品,115,295,19:32
2022-07-26,ライスＬ,＊ライス単品,136,92,19:32
2022-07-26,ライスＬＬ,＊ライス単品,198,7,18:20
2022-07-26,高野豆腐玉子とじ,＊副菜,88,24,19:19
2022-07-26,夏のさっぱり豚汁,＊汁・スープ,110,157,19:33
2022-07-26,ミニサラダ,＊副菜,44,153,19:32
2022-07-26,ライスＳＳ,＊ライス単品,73,178,19:32
2022-07-26,油淋鶏弁当,＊内製弁当,500,25,13:08
2022-07-26,ライスＳ,＊ライス単品,94,390,19:32
2022-07-27,胡麻チゲ冷麺,＊麺類,473,52,14:34
2022-07-27,高野豆腐玉子とじ,＊副菜,88,20,19:20
2022-07-27,夏のさっぱり豚汁,＊汁・スープ,110,139,19:23
2022-07-27,ミニサラダ,＊副菜,44,182,19:26
2022-07-27,味噌汁,＊汁・スープ,33,220,19:30
2022-07-27,納豆,＊副菜,44,23,19:27
2022-07-27,冷奴,＊副菜,44,75,19:29
2022-07-27,だし巻き,＊副菜,66,98,19:29
2022-07-27,オクラ巣ごもり玉子,＊副菜,88,178,19:31
2022-07-27,ほうれん草胡麻和え,＊副菜,66,205,19:31
2022-07-27,千切り煮,＊副菜,66,92,19:31
2022-07-27,南瓜サラダ,＊副菜,66,139,19:01
2022-07-27,ブロッコリーピーナッツ和え,＊副菜,88,193,19:31
2022-07-27,南瓜コロッケ,＊副菜,110,80,19:31
2022-07-27,春巻き,＊副菜,110,103,19:20
2022-07-27,鯖生姜煮,＊主菜,176,63,19:24
2022-07-27,鶏肉と野菜のオイスター炒め,＊主菜,264,78,19:19
2022-07-27,鶏のホワイトシチュー,＊主菜,264,93,18:44
2022-07-27,麻婆茄子,＊主菜,176,25,19:30
2022-07-27,ブリ照り煮,＊主菜,176,5,17:07
2022-07-27,鯖塩焼き,＊主菜,176,62,19:28
2022-07-27,豚と野菜の生姜炒め,＊主菜,264,42,12:31
2022-07-27,梅肉とり天弁当,＊内製弁当,500,12,12:23
2022-07-27,鶏きも煮,＊副菜,88,54,18:56
2022-07-27,ライスＬＬ,＊ライス単品,198,9,19:08
2022-07-27,きつねそば,＊麺類,297,1,13:59
2022-07-27,ライスＬ,＊ライス単品,136,88,19:24
2022-07-27,ライスＳ,＊ライス単品,94,334,19:31
2022-07-27,冷やしそば,＊麺類,297,14,13:38
2022-07-27,冷やしうどん,＊麺類,297,29,14:27
2022-07-27,かけそば,＊麺類,209,3,13:17
2022-07-27,かけうどん,＊麺類,209,6,12:30
2022-07-27,カレーライスＳ,＊ライスＦＦ,253,3,12:10
2022-07-27,カレーライスＭ,＊ライスＦＦ,308,13,19:28
2022-07-27,カレーライスＬ,＊ライスＦＦ,363,4,15:13
2022-07-27,唐揚げカレーＳ,＊ライスＦＦ,352,4,17:26
2022-07-27,唐揚げカレーＭ,＊ライスＦＦ,407,13,18:21
2022-07-27,唐揚げカレーＬ,＊ライスＦＦ,462,6,18:49
2022-07-27,温玉ねぎとろ丼Ｓ,＊ライスＦＦ,407,11,18:45
2022-07-27,温玉ねぎとろ丼Ｍ,＊ライスＦＦ,462,39,19:28
2022-07-27,温玉ねぎとろ丼Ｌ,＊ライスＦＦ,517,19,19:20
2022-07-27,唐揚げ麻婆丼Ｓ,＊ライスＦＦ,352,9,19:20
2022-07-27,唐揚げ麻婆丼Ｍ,＊ライスＦＦ,407,80,19:27
2022-07-27,唐揚げ麻婆丼Ｌ,＊ライスＦＦ,462,32,19:15
2022-07-27,ニューヨークチーズケーキ,＊ドリンク・デザート,220,23,18:33
2022-07-27,大学生協コーヒー,＊ドリンク・デザート,95,29,13:31
2022-07-27,大学芋,＊ドリンク・デザート,88,69,19:29
2022-07-27,牛乳,＊ドリンク・デザート,85,16,18:53
2022-07-27,焼きプリンタルト,＊ドリンク・デザート,66,44,19:17
2022-07-27,フルーツヨーグルト,＊ドリンク・デザート,110,64,19:23
2022-07-27,ライスＳＳ,＊ライス単品,73,195,19:26
2022-07-27,ライスＭ,＊ライス単品,115,289,19:30
2022-07-27,きつねうどん,＊麺類,297,3,11:59
2022-07-27,冷やし温玉そば,＊麺類,341,7,14:12
2022-07-27,チキンフリッター,＊副菜,130,278,19:27
2022-07-27,トッピング温泉玉子,＊副菜,44,5,14:39
2022-07-27,温泉玉子,＊副菜,44,37,19:20
2022-07-27,鶏肉と根菜の田舎煮,＊主菜,176,121,18:45
2022-07-27,Ｅ白身魚南蛮タルタル,＊主菜,220,194,19:31
2022-07-27,ＴＤ揚げだしチキン,＊主菜,308,105,19:31
2022-07-27,Ｔ豪華のり弁～ハンバーグ～,＊内製弁当,450,15,12:16
2022-07-27,Ｔお母さんの豚肉生姜炒め,＊内製弁当,450,30,13:03
2022-07-27,Ｔ炒飯　ｗｉｔｈ　とんかつ,＊内製弁当,400,23,13:02
2022-07-27,冷やし温玉うどん,＊麺類,341,44,15:01
2022-07-27,オクラ海草サラダ,＊副菜,110,105,19:30
2022-07-27,具入り麺　大,＊麺類,95,3,13:16
2022-07-27,うどん　大　６２,＊麺類,62,25,15:01
2022-07-27,かき玉汁,＊汁・スープ,33,241,19:31
2022-07-27,Ｅローストンカツ味噌ソース,＊主菜,264,58,19:31
2022-07-27,Ｅねぎ塩ハンバーグ,＊主菜,220,199,19:21
2022-07-27,Ｅハンバーグおろしソース,＊主菜,220,3,19:30
2022-07-27,そば　大,＊麺類,62,6,13:38
2022-07-28,ライスＬ,＊ライス単品,136,97,19:24
2022-07-28,ミニサラダ,＊副菜,44,144,19:02
2022-07-28,夏のさっぱり豚汁,＊汁・スープ,110,169,19:28
2022-07-28,高野豆腐玉子とじ,＊副菜,88,24,19:12
2022-07-28,蒸し鶏サラダ,＊副菜,110,116,19:29
2022-07-28,ライスＬＬ,＊ライス単品,198,16,18:53
2022-07-28,ライスＭ,＊ライス単品,115,278,19:26
2022-07-28,温玉ねぎとろ丼Ｍ,＊ライスＦＦ,462,60,18:45
2022-07-28,ライスＳＳ,＊ライス単品,73,165,19:29
2022-07-28,フルーツヨーグルト,＊ドリンク・デザート,110,87,19:21
2022-07-28,焼きプリンタルト,＊ドリンク・デザート,66,28,19:29
2022-07-28,牛乳,＊ドリンク・デザート,85,9,18:23
2022-07-28,大学芋,＊ドリンク・デザート,88,88,19:01
2022-07-28,味噌汁,＊汁・スープ,33,255,19:30
2022-07-28,ライスＳ,＊ライス単品,94,391,19:29
2022-07-28,納豆,＊副菜,44,38,19:29
2022-07-28,鯖生姜煮,＊主菜,176,74,19:29
2022-07-28,きんぴらごぼう,＊副菜,66,119,18:55
2022-07-28,鶏きも煮,＊副菜,88,54,19:21
2022-07-28,タンドリーチキン弁当,＊内製弁当,500,11,12:56
2022-07-28,鯖塩焼き,＊主菜,176,63,19:26
2022-07-28,ホイコーロー,＊主菜,264,173,19:24
2022-07-28,肉団子と野菜の中華煮,＊主菜,264,80,17:51
2022-07-28,若鶏醤油揚げ,＊主菜,176,92,19:28
2022-07-28,冷奴,＊副菜,44,75,18:19
2022-07-28,大学生協コーヒー,＊ドリンク・デザート,95,27,14:20
2022-07-28,肉じゃがコロッケ,＊副菜,110,116,19:29
2022-07-28,ブロッコリーピーナッツ和え,＊副菜,88,176,19:25
2022-07-28,南瓜サラダ,＊副菜,66,120,18:59
2022-07-28,千切り煮,＊副菜,66,94,19:28
2022-07-28,ほうれん草胡麻和え,＊副菜,66,231,19:30
2022-07-28,オクラ巣ごもり玉子,＊副菜,88,225,19:23
2022-07-28,大根牛すじ煮,＊主菜,176,74,19:29
2022-07-28,温玉ねぎとろ丼Ｌ,＊ライスＦＦ,517,19,18:50
2022-07-28,鶏大根甘辛煮,＊主菜,176,124,17:36
2022-07-28,ニューヨークチーズケーキ,＊ドリンク・デザート,220,18,15:08
2022-07-28,Ｔ完熟トマトきのこハンバーグ弁当,＊内製弁当,450,25,12:35
2022-07-28,Ｔタラフライ＆とんかつ弁当,＊内製弁当,400,9,12:18
2022-07-28,うどん　大　６２,＊麺類,62,48,14:20
2022-07-28,チキンフリッター,＊副菜,130,273,19:29
2022-07-28,温泉玉子,＊副菜,44,55,19:26
2022-07-28,トッピング温泉玉子,＊副菜,44,5,19:24
2022-07-28,ガリ玉唐揚げ丼Ｍ,＊ライスＦＦ,462,96,19:28
2022-07-28,Ｗガリ玉唐揚げ丼Ｓ,＊ライスＦＦ,407,14,18:53
2022-07-28,Ｗガリ玉唐揚げ丼Ｌ,＊ライスＦＦ,517,39,19:29
2022-07-28,かき玉汁,＊汁・スープ,33,276,19:29
2022-07-28,Ｅ鶏の塩麹柚子胡椒焼き,＊主菜,308,109,19:23
2022-07-28,Ｅポークミンチカツ,＊主菜,220,91,19:29
2022-07-28,Ｅチキンカツポン酢おろし,＊主菜,220,178,19:27
2022-07-28,Ｅチキン香草焼き,＊主菜,264,129,19:23
2022-07-28,胡麻チゲ冷麺,＊麺類,473,49,14:30
2022-07-28,紅茶のシフォン,＊ドリンク・デザート,220,10,19:15
2022-07-28,きつねそば,＊麺類,297,1,11:46
2022-07-28,温玉ねぎとろ丼Ｓ,＊ライスＦＦ,407,13,19:30
2022-07-28,唐揚げカレーＬ,＊ライスＦＦ,462,12,18:37
2022-07-28,唐揚げカレーＭ,＊ライスＦＦ,407,12,19:11
2022-07-28,唐揚げカレーＳ,＊ライスＦＦ,352,3,18:53
2022-07-28,カレーライスＬ,＊ライスＦＦ,363,8,19:01
2022-07-28,カレーライスＭ,＊ライスＦＦ,308,14,19:28
2022-07-28,Ｔしあわせチキン南蛮,＊内製弁当,450,21,12:32
2022-07-28,カレーライスＳ,＊ライスＦＦ,253,1,15:18
2022-07-28,かけそば,＊麺類,209,1,11:14
2022-07-28,冷やしうどん,＊麺類,297,49,14:20
2022-07-28,冷やしそば,＊麺類,297,18,14:30
2022-07-28,冷やし温玉うどん,＊麺類,341,39,14:26
2022-07-28,冷やし温玉そば,＊麺類,341,6,14:26
2022-07-28,きつねうどん,＊麺類,297,8,14:14
2022-07-28,かけうどん,＊麺類,209,9,13:12
2022-07-28,そば　大,＊麺類,62,5,13:04
2022-07-29,味噌汁,＊汁・スープ,33,180,19:31
2022-07-29,鶏きも煮,＊副菜,88,54,19:18
2022-07-29,ミニサラダ,＊副菜,44,153,19:29
2022-07-29,冷奴,＊副菜,44,63,19:20
2022-07-29,高野豆腐玉子とじ,＊副菜,88,15,18:50
2022-07-29,スパ野菜サラダ,＊副菜,110,80,19:09
2022-07-29,ライスＬＬ,＊ライス単品,198,10,19:19
2022-07-29,ライスＬ,＊ライス単品,136,61,19:22
2022-07-29,だし巻き,＊副菜,66,92,19:29
2022-07-29,オクラ巣ごもり玉子,＊副菜,88,212,19:32
2022-07-29,ほうれん草胡麻和え,＊副菜,66,199,19:31
2022-07-29,ハッシュポテト,＊副菜,110,98,17:47
2022-07-29,千切り煮,＊副菜,66,60,17:34
2022-07-29,南瓜サラダ,＊副菜,66,121,19:28
2022-07-29,ブロッコリーピーナッツ和え,＊副菜,88,171,19:34
2022-07-29,牛肉コロッケ,＊副菜,110,90,19:31
2022-07-29,鯖生姜煮,＊主菜,176,58,19:30
2022-07-29,チゲ豆腐,＊主菜,264,140,14:50
2022-07-29,ホイコーロー,＊主菜,264,10,11:37
2022-07-29,鶏と茄子の山賊炒め,＊主菜,264,100,18:53
2022-07-29,豆腐と野菜のすき焼き風,＊主菜,176,64,19:01
2022-07-29,鯖塩焼き,＊主菜,176,64,19:29
2022-07-29,ハンバーグ唐揚げ弁当,＊内製弁当,500,15,12:27
2022-07-29,納豆,＊副菜,44,28,19:23
2022-07-29,夏のさっぱり豚汁,＊汁・スープ,110,128,19:16
2022-07-29,焼きプリンタルト,＊ドリンク・デザート,66,34,19:02
2022-07-29,ライスＳ,＊ライス単品,94,343,19:31
2022-07-29,きつねうどん,＊麺類,297,12,13:49
2022-07-29,きつねそば,＊麺類,297,1,12:41
2022-07-29,胡麻チゲ冷麺,＊麺類,473,47,14:33
2022-07-29,Ｅササミチーズタルタルソース,＊主菜,220,89,14:13
2022-07-29,Ｅローストンカツごまソース,＊主菜,264,94,19:30
2022-07-29,Ｅ豆腐ハンバーグ茸あんかけ,＊主菜,220,93,19:29
2022-07-29,Ｅ揚げ鶏トマトソース,＊主菜,308,84,19:31
2022-07-29,かき玉汁,＊汁・スープ,33,187,19:30
2022-07-29,冷やし温玉そば,＊麺類,341,10,14:10
2022-07-29,うどん　大　６２,＊麺類,62,32,14:10
2022-07-29,Ｔ鶏肉野菜黒酢弁当,＊内製弁当,450,17,13:00
2022-07-29,Ｔお～い！ヒレカツ,＊内製弁当,450,13,12:56
2022-07-29,Ｔ肉じゃがコロッケ＆春巻き肉団子弁当,＊内製弁当,400,15,13:04
2022-07-29,鶏と野菜のカレー煮,＊主菜,176,118,18:48
2022-07-29,ライスＭ,＊ライス単品,115,239,19:30
2022-07-29,チキンフリッター,＊副菜,130,258,19:31
2022-07-29,温泉玉子,＊副菜,44,38,19:28
2022-07-29,トッピング温泉玉子,＊副菜,44,2,19:20
2022-07-29,そば　大,＊麺類,62,7,13:12
2022-07-29,冷やし温玉うどん,＊麺類,341,33,14:07
2022-07-29,Ｅハンバーグおろしソース,＊主菜,220,14,18:43
2022-07-29,冷やしうどん,＊麺類,297,36,14:10
2022-07-29,牛乳,＊ドリンク・デザート,85,7,19:34
2022-07-29,大学芋,＊ドリンク・デザート,88,66,19:24
2022-07-29,大学生協コーヒー,＊ドリンク・デザート,95,27,18:13
2022-07-29,冷やしそば,＊麺類,297,8,14:32
2022-07-29,温玉ねぎとろ丼Ｌ,＊ライスＦＦ,517,24,19:34
2022-07-29,ライスＳＳ,＊ライス単品,73,155,19:29
2022-07-29,温玉ねぎとろ丼Ｍ,＊ライスＦＦ,462,43,19:10
2022-07-29,温玉ねぎとろ丼Ｓ,＊ライスＦＦ,407,10,17:15
2022-07-29,チリマヨ唐揚げ丼Ｌ,＊ライスＦＦ,462,29,19:30
2022-07-29,チリマヨ唐揚げ丼Ｍ,＊ライスＦＦ,407,57,19:18
2022-07-29,ニューヨークチーズケーキ,＊ドリンク・デザート,220,18,19:30
2022-07-29,唐揚げカレーＬ,＊ライスＦＦ,462,9,19:22
2022-07-29,チリマヨ唐揚げ丼Ｓ,＊ライスＦＦ,352,2,13:04
2022-07-29,かけそば,＊麺類,209,3,13:06
2022-07-29,かけうどん,＊麺類,209,6,13:57
2022-07-29,カレーライスＳ,＊ライスＦＦ,253,5,14:45
2022-07-29,フルーツヨーグルト,＊ドリンク・デザート,110,66,19:09
2022-07-29,カレーライスＬ,＊ライスＦＦ,363,8,18:29
2022-07-29,唐揚げカレーＳ,＊ライスＦＦ,352,2,16:30
2022-07-29,唐揚げカレーＭ,＊ライスＦＦ,407,18,19:14
2022-07-29,カレーライスＭ,＊ライスＦＦ,308,15,19:24
